NDS;DESCRICAO DO SERVICO
492965;GERAR PRA LINHA VIVA TAR RETIRADO TELA DE PROTECAO SOBRE A RD COM PICO PRA FICAR MENOS TEMPO POSSIVEL ENTRE A GM 8177610792 AO TR V0025  COM RD MORTA SO TEM O TR DE PONTO DE ATERAMENTO,  [PS=610932890 V4X4=NAO  CESTO=NAO  LV=SIM  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=NAO  AVARIANAREDE=SIM   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=610932890,SUBSTITUIR ESPACADOR LOSANGULAR=1  
492967;REFAZER VAO DE BT ENTRE OS PS 57000956 ATE 620066672,  [PS=620066672 V4X4=NAO  CESTO=SIM  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=620066672,REFAZER CRUZAMENTO AEREO=1  [PS=620066672,50-QUADRUPLEX AL 50 MM2  ]
492969;ARVORE DE GRANDE PORTE, GALHO RACHOU E CAIU SOBRE RAMAL AEREO, NECESSARIO TRAZER MOTOSSERA E VIR COM VEICULO DE CESTO AEREO.,  [PS=611300137 V4X4=NAO  CESTO=SIM  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=SIM  CONSDESLIG=NAO  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=611300137,PODAR ARVORE=1  
492979;GERAR NDS PARA EMENDA DE CABO PROTEGIDO 35MM ROMPIDO NO PS 600947783 TRAZER MATERIAIS PARA EMENDA DO CONDUTOR OBS CABO CORREU NAS AMARRACOES UNS 4 VAO CHAVE SU 19272 ESTA ABERTA LOCAL DE BOM ACESSO NA BEIRA DA ESTRADA,  [PS=600947783 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=600947783,EMENDAR CONDUTOR(ES=1  [PS=600947783,2-CABO DE ALUM. COBERTO 15KV 35MM  ]
492982;REFASER CRUSAMENTO AERIO QUE ESTA ROMPIDO O JAMPER DE UMA DAS FASE,  [PS=812862588 V4X4=SIM  CESTO=SIM  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=NAO  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=812862588,REFAZER CRUZAMENTO AEREO=1  
492984;FAVOR GERAR NDS PARA TROCA DE POSTES NO PS 614994706 E PS 614994705 FICOU ABEERTO RA 05411 ENTRACA E SAIDA NECESSARIO CAMINHAO 4X4 LAVOURA,  [PS=614994706 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=614994706,POSTE AVARIADO/ABALROADO (SUBSTITUIR=2  
492987;REFAZER REDE  DO PS 626841711 AO 626841716  CHAVE ABERTA 10315 E 10313 , DOIS POSTE QUEBRADO NA ALTURA DOS BURACOS  1 ACHO QUE PODESER REBAIXADO  BASTANTE SERVICO PARA MANUTENCAO, LOCAL DE DIFI EL ACESSO  CAMINHAO NAO ENTRA MUITO MOLHADO,  [PS=626841716 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=SIM]  PS=626841716,POSTE AVARIADO/ABALROADO (SUBSTITUIR=02 PS=626841716,EMENDAR CONDUTOR(ES=03 PS=626841716,CORTAR ARVORE COM MOTOSSERRA=01 PS=626841716,TRANSFORMADO QUEIMADO=0  [PS=626841716,2-POSTE FIBRA VIDROF/ 300/12  PS=626841716,4-CRUZETA POSTE CONCRETO L=2000MM  PS=626841716,9-ISOL PILAR PORCELANA 35 KV  ]
492988;EMENDAR CONDUTOR DA FASE B ROMPIDO EM 1 VAO, LIVRE ACESSO ATE A ESTRUTURA N4, NECESSARIO ROCADA PARA CHEGAR ATE A OUTRA PARTE DO CONDUTOR ROMPIDO, CABO 4AWG, TRECHO DESENERGIZADO, COD CIENTE,  [PS=949777929 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=949777929,EMENDAR CONDUTOR(ES=1  [PS=949777929,20-CABO  AL NU CAA  4 AWG - COM ALMA  ]
492991;SUBSTITUIR CABO NU, POR CABO MULTIPLEXADO 50MM. ENTRE OS PS 57000956 ATE 620066672 REFAZER CRUZAMENTO PODAR ALGUNS GALHO NESSE VAO.,  [PS=620066672  V4X4=NAO  CESTO=SIM  CHVAB=SIM  JUMPAB=NAO  LV=NAO  CONSDESLIG=SIM  RISCOACID=NAO  AVARIANAREDE=SIM  TODAREDEINSP=SIM  FONTESUB=NAO]  PS=620066672,REFAZER CRUZAMENTO AEREO=1 PS=620066672,PODAR ARVORE=3  [PS=620066672,50-QUADRUPLEX AL 50 MM2  ]
492992;EMENDA CABO NO PS 580769916 , FAZER ROCADA  NO TRECHO   FOI ISOLADO CABO PELAS CH 59076 E 59273, TRAZER UNS 5 M DE CABO 4AWG,  ACESSO BOM  FOTO NO GRUPO NDS,  [PS=580769916 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=SIM]  PS=580769916,FAZER ROCADA=10 PS=580769916,APRUMAR POSTE=01 PS=580769916,EMENDAR CONDUTOR(ES=10 PS=580769916,TRANSFORMADOR COM VAZAMENTO=01  [PS=580769916,5-CABO  AL NU CAA  4 AWG - COM ALMA  ]
492994;REF SERVICO 50530426 GERAR NDS TROCAR POSTE  04 POSTE B600 13,5M  10 CRUZETA CONCRETO  5 CHAPAO ISOLADOR  3 PARA RAIO SERVICO     :
492995;OK FAVOR GERAR NDS PARA EMEMDA DE CABO 3X2,25 NO PS 626960474 AO 774030816 E FICOU ABERTO UM JAMP NO PS 626960468 E FAZER ROSADA E PODAS DE ARVORES LUGAR DE DEFICIL ACESSO E REFAZER O JUMP,  [PS=626960468 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=SIM  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=626960468,EMENDAR CONDUTOR(ES=2 PS=626960468,CORTAR ARVORE COM MOTOSSERRA=20 PS=626960468,FAZER ROCADA=30  [PS=626960468,10-CABO  ACO 3.2.25 - 4,87 MM 3 FIOS  ]
492999;REFAZER CRUZAMENTO AEREO POIS ROMPEU UMA DAS CONEXOES,  [PS=772434052 V4X4=NAO  CESTO=SIM  LV=SIM  CHVAB=NAO  JUMPAB=NAO  RISCOACID=SIM  CONSDESLIG=NAO  AVARIANAREDE=SIM   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=772434052,REFAZER CRUZAMENTO AEREO=2  
493001;TROCAR POSTES E,  [PS=110494326 V4X4=SIM  CESTO=SIM  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=SIM  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=1104943269,POSTE AVARIADO/ABALROADO (SUBSTITUIR=4 PS=1104943269,PODAR ARVORE=0 PS=1104943269,EMENDAR CONDUTOR(ES=99 PS=1104943269,TRANSFORMADOR AVARIADO=0  [PS=1104943269,10-CRUZETA POSTE CONCRETO L=2000MM  PS=1104943269,4-POSTE, CONCRETOB   /600/13,5  PS=1104943269,12-ISOL PILAR PORCELANA 35 KV  PS=1104943269,99-FIO DE ALUMINIO COBERTO P/AMARRACAO  ]
493005;COD, FAVOR GERAR NDS PARA UMAFBL EFETUAR A EMENDA DE CABOS 35MM XLPE ROMPIDOS POR RAIO NO PS 608114073 E EFETUAR A RECALIBRAGEM DOS MESMOS. TRAZER UNS 10M DE CABO, UM ISOLADOR PILAR PORCELANA E UM PARA RAIO DA 34KV. ENVIADO FOTOS PARA O TEC. LUIZ. (SERVICO DE EMERGENCIA)
493007;PROGRAMAR COM LV. SUBSTITUICAO DE CHAVE COM DEFEITO, AO FAZER TESTE EM UMA DAS FASES ACABA ABRINDO AS DEMAIS, SUPORTE NAO SEGURA A CHAVE FECHADA. A MESMA SE ENCONTRA FECHADA PELO BYPASS COM ELO 25K.,  [PS=950280967 V4X4=NAO  CESTO=SIM  LV=SIM  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=NAO  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=950280967,SUBSTITUIR CHAVE UNIPOLAR=3  [PS=950280967,3-CHAVE TRIP. OPER./CARGA 15K 630A MAN.  ]
493010;PS 791475476 NI DN3 QUEBRADO TROCAR NESCESSARIO POSTE DE FRIBRA NO PS 791474111 FICOU GLV ABERTO DERIVACAO PS QUEBRADO SEM ACESSO COM CAMINHAO   CABO 3,25MM CHAVE PRINCIPAL CR 8324005115 ESTA FECHADA GLV ABERTO NO PS 791474111, 14 CLIENTES DESLIGADOS [PS=791475476 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=SIM  RISCOACID=SIM  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=791475476,POSTE AVARIADO/ABALROADO (SUBSTITUIR=1  [PS=791475476,1-POSTE,FIBRA VIDRO F/600/12,0M CIRC/QUAD  ]
493011;FALADO COM TECNICO ALEXANDRE PEDIU PRA GERAR NDS E PASSAR INFORMACOES SOBRE RA2474, FICOU ABERTO ENTRE AS SU 2398 E 2401 DA PARTE DA 13,8 E NA PARTE DA 34,5 AS 83846 E A 81854 PS QUEBRADP 2 NIVEL E 1103471018 RA 2474 ESTA ABERTO SEM CONTATO COM COD PRQ FECHAR O MESMO (SERVICO DE EMERGENCIA)
493014;POSTE QUEBRADO E CRUZETAS NO PS 1103471018 TRAZER SUPPRTE DE PARA RAIOS QUEBROU E 2 MAO FRANCESSAS QUE INTORTOU ,O 2 POSTE DO PS 1103473261 ESTA TRINCADO DE CIMA EM BAIXO SUBSTITUIR TAMBEM,
493017;EMENDA CABO DE BT TR 89180T1730,   PS 617198058. TR ABERTOCANCELAR NDS - DEFEITO FOI ATENDIDO PELA BSC  (MOSKO DA OPERACAO
493019;GERAR NDS PARA EMENDA DE CONDUTOR CAA 20 AWG, FASE C ROMPIDA, NE CESSARIO CORRIGIR CAUSA (POSTE TELEFONIA EM QUE FASE C TOCA COM VENTO, JA CAUSOU ATUACAO DA PROTECAO EM ENV3NTOS ANTERIOORES, SUGESTAO REALOCAR POSTE TELEFONIA.,- PS 851281827
493020;EMENDA DE CABO BT CIRCUITO DO TE 89180T0201, PS 616842292
493023;COLOCA CABO NO ISOLARDO NO PS DA CH 9309 E NO PS 939092726 NESSE PS TERA QUE TROCA O POSTE TAMBEM O MESMO TA TRICANDO NO PE.COLOCA CABO ISOLADO NO PS 599524888 REDE NOVA .FICARAM ABERTO E SINALIZADO COM PLACA CH 12182,81521,RAS 81762,81760.ACESSO PRA CAMINHAO [PS=939092648 V4X4=NAO  CESTO=SIM  LV=SIM  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=NAO   TODAREDEINSP=SIM  FONTESUB=SIM]  PS=939092726,POSTE AVARIADO/ABALROADO (SUBSTITUIR=1 PS=939092726,REFAZER CONEXAO NA REDE=1 PS=939092726,PODAR ARVORE=0 PS=939092726,EMENDAR CONDUTOR(ES=0 PS=939092726,TRANSFORMADO QUEIMADO=0  [PS=939092648,2-ISOL PILAR PORCELANA 35 KV  PS=939092726,1-POSTE DUPLO T B/300/12,0M  ]
493024;GERADO NDS PARA FAZER EMENDA DE CONDUTOR ENTRE OS PS 1104816816 AO PS  1104817418 TRAZER CABO E ISOLADOR PIKAR 34
493025;FAVOR GERAR NDS PARA MANUTENCAO LINHA VIVA REFAZER CONEXAO DO ESTRIBO, GLV FICOU NO CABO, TR G6978 (SERVICO DE EMERGENCIA)
493032;EMENDAR CONDUTORES, TR FECHADO NO LOCAL , VAO APENAS FOI INTERROPINDO SEPARANDO TR , APENAS O VAO QUE ALIMENTA ILUMINACAO PUBLICA , RETIRAR ARVORE DA TELEFONIA E TENCIONAR REDE COMPACTA ALIMENTADOR,  [PS=620016823 V4X4=NAO  CESTO=SIM  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=NAO  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=SIM]  PS=620016823,EMENDAR CONDUTOR(ES=4  [PS=620016823,4,4-CABO AL NU 2 AWG  ]
493035;EMENDAR CABO DE BT NO CIRCUITO DO TR 89180L1115, PS 617261475 (SERVICO DE EMERGENCIA)
493036;CABOS ROMPIDOS NO PS 941887678, 41 CLIENTES SEM LUZ, CHAVE 81247 E 8177605240 ABERTAS.
493038;FAVOR GERAR NDS PARA EMENDA DE CABO 4AWG DO PS 784137288 ATE O PS 624908969 TRONCO DO RA 50070 ESTA DESLIGADO DO RA50070 ATE A SU 8706,NECESARIO CORTAR ARVORE NO LOCAL PARA EMENDAR CABO. EM MEIO A LAVOURA RUIM ACESO (SERVICO DE EMERGENCIA)
493039;GERADO NDS PARANEMENDA DE CABO NO PS 939426435 O MESMO CAIU UMA ARVORE DE GRANDE PORTE E ROMPEU TODO OS CABOS,  [PS=939426435 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=NAO   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=939426435,EMENDAR CONDUTOR(ES=3  [PS=939426435,3-CABO AL NU 4 CA AWG - SEM ALMA  ]
493041;FAVOR GERAR NDS PARA EMENDAR CABO ROMPIDO NO PS 617701584 ALIM CAFE. CHAVES 6310 E 2692 FICARAM ABERTAS. ALIM TUPASSI PASSA NO MESMO PS NO CABO ROMPIDO. FACIL ACESSO. (SERVICO DE EMERGENCIA)
493043;GERAR NDS PARA MANUTENCAO TROCAR POSTE DE 600 DE 12 QUEBROU PS 548229679 LIVRE ACESSO POSTE ESTA NA ESTRADA ESTRUTURA REAPLICA OK FOI ABERTO UMA LAMINA NO PS 948422869 NAO ESTA CADASTRADA NO GPS CHAVE 8397227762 FICOU FECHADA OK,  [PS=548229679 V4X4=SIM  CESTO=SIM  LV=SIM  CHVAB=NAO  JUMPAB=SIM  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=548229679,POSTE AVARIADO/ABALROADO (SUBSTITUIR=1  
493044;ABERTO GLV NO PS 793474814 PARA ISOLAR DEFEITO. BOM ACESSO ENVIADO FOTOS. FICOU ABERTA A LA 9570 E ALIMENTADO PELO RA 11126.,  [PS=773250548 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=SIM  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=773250548,EMENDAR CONDUTOR(ES=1  
493046;TRAZER 20 LUVABDEVEMENDA 2WG  20 METROS DE CABO 2WG  TR F1136 FICOU FECHADO NO LOCAL ATE  PS 619493529 FICOUNABERTO UMA S4  TRAZER UM POSTE D150  10,5,  [PS=619493401 V4X4=NAO  CESTO=SIM  LV=NAO  CHVAB=SIM  JUMPAB=SIM  RISCOACID=SIM  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=619493401,EMENDAR CONDUTOR(ES=20 PS=619493401,POSTE AVARIADO/ABALROADO (SUBSTITUIR=1 PS=619493401,CORTAR ARVORE COM MOTOSSERRA=1 PS=619493401,TRANSFORMADOR AVARIADO=1  [PS=619493401,1-POSTE DUPLO T D/150/10.5 M  ]
493049;POSTE CAIDO COM TR POREM JA TEM OUTRO POSTE QUE VAI SER INSTALADO TR EM LOTEAMENTO NOVO, CLIENTE NAO TA UTILIZANDO ENERGIA DO TR DISSE QUE NAO TEM PRESSA, CHAVE 9330 FICOU ABERTA,  [PS=943316751 V4X4=NAO  CESTO=SIM  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=SIM  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=943316751,POSTE IRREGULAR (SUBSTITUIR/REALOCAR=01 PS=943316751,PODAR ARVORE=0 PS=943316751,EMENDAR CONDUTOR(ES=0 PS=943316751,TRANSFORMADOR AVARIADO=01  
493050;REFAZER 2 CRUZAMENTOS AEREOS UM NO PS 621876667 E OUTRO COM LINHA VIVA NO PS 593902236,  [PS=621876667 V4X4=NAO  CESTO=SIM  LV=SIM  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=621876667,REFAZER CRUZAMENTO AEREO=2  
493052;GERAR NDS PASSAR MANUTENCAO IMENDA CABOS PS 549735166 PS APOS SVN 21 VAOS CHAO,TBM NO PS 952535966 ATENDIDO 497 VARIOS VAOS,  [PS=549735166 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=549735166,EMENDAR CONDUTOR(ES=1  
493054;**UREGENTE - GERAR NDS PRA REFAZER JUMPER NO CRUZAMENTO AERIO CHAVE TR 83216F3439 PS626507778,  [PS=626407778 V4X4=NAO  CESTO=SIM  LV=SIM  CHVAB=SIM  JUMPAB=SIM  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=NAO   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=626407778,SUBSTITUIR GLV (S=1  
493058;NDS PARA CORTE DE GALHO DE GRANDE PORTE DE SOBRE A REDE BT ENROSCADO NO POSTE E EMENDA DE CABO DE BT ROMPIDO, TRAFO FICOU ABERTO COM PORTA FUSIVEIS NO PE DO PS DO TRAFO.FACIL ACESSO.,  [PS=617320724 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=617320724,EMENDAR CONDUTOR(ES=1 PS=617320724,RETIRAR GALHOS/CASCAS DA REDE=2  
493059;MANUTENCAO EMENDAR CABO 4AWG NO PS 782505025 E PS 776542063 CHAVE 90112 FICOU ABERTA ESTA LIGADA ATE ELA E TEMBEM EMENDAR NO TRIFASICO NOVO CABO 35 PROXIMO AO TR 49845 OBS NAO APRECE O PS GPS A CAHAVE 78024 FICOU ABERTA E A 78069 TAMEBEM ABERTA SEM CONTATO COM O COD
493060;FAVOR GERAR NDS PRA EMENDA DE CONDUTOR DE MT CAA4 , NESSESARIO FAZER ROSADA  DE GRANDE PORTE , LOCAL DE FACIL ACESSK PRA CAMIONETA 4X4 , CHAVE FICOU DESLIGADACOM PORTA FUSIVEIS NO PE DO POSTE , NAO TEM GLV NA DERIVASAO PRA ABERTURA ,,  [PS=796406124 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=796406124,FAZER ROCADA=99 PS=796406124,EMENDAR CONDUTOR(ES=1  [PS=796406124,10-CABO  AL NU CAA  4 AWG - COM ALMA  ]
493066;NECESSARIO FAZER EMENDA DE CABO E FECHAR JUMPERS NO PS 783916289 ATE O PS 783916125 FICOU LIGADO PELO DOIS LADOS,PREFERENCIALMENTE FAZER COM LV TEM ACESO BOM PARA CAMINHAO AO LADO DO CALCAMENTO,APENAS O RAMAL DO TR U0261 DESLIGADO,  [PS=783916289 V4X4=NAO  CESTO=SIM  LV=SIM  CHVAB=NAO  JUMPAB=SIM  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=SIM]  PS=783916289,EMENDAR CONDUTOR(ES=2 PS=783916289,REFAZER JUMPER=6  
493067;GERADA NDS PARA EMENDA DE CABO DE AT DO PS 951134801 ATE PS 951134807 TRECHO MANOBRADO ACESSO BOM ABERTO RA 25279 CHAVE 6210 E A 4919,  [PS=951134801 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=951134801,EMENDAR CONDUTOR(ES=2  
493068;FAVOR PASSAR PARA MANUTENCAO SUBSTITUIR O TR V7877 .TRIF 13,8 75KVA TR ESTA QUEIMADO FEITOS TESTE A VASIO NAO ACEITOU ,E COLOCAR OS CABOS DE AT NO NINJA CABOS NO PS 597550394 ESTAO BATENDO VAO SOLTO ,CH FICOU LIGADA NAO A RISCO,  [PS=597550439 V4X4=NAO  CESTO=SIM  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=597550439,TRANSFORMADO QUEIMADO=1  [PS=597550439,1-TRANF. TRIF. 13.2 KV    75 KVA  ]
493070;EMENDA DE CONDUTORES ACESSO PELA ROCA,  [PS=947421664 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=947421664,EMENDAR CONDUTOR(ES=1  [PS=947421664,1-CABO AL NU 4 CA AWG - SEM ALMA  ]
493076;GERAR NDS PARA MANUTENCAO TROCAR POSTE DE 600 DE 12 QUEBROU PS 548229679 LIVRE ACESSO POSTE ESTA NA ESTRADA ESTRUTURA REAPLICA OK FOI ABERTO UMA LAMINA NO PS 948422869 NAO ESTA CADASTRADA NO GPS CHAVE 8397227762 FICOU FECHADA OK,  [PS=548229679  V4X4=SIM  CESTO=SIM  CHVAB=NAO  JUMPAB=SIM  LV=SIM  CONSDESLIG=SIM  RISCOACID=NAO  AVARIANAREDE=SIM  TODAREDEINSP=SIM  FONTESUB=NAO]  PS=548229679,POSTE AVARIADO/ABALROADO (SUBSTITUIR=1  
493079;CABOS PROTWGIDOS ROMPIDOS CABO 2AWG COBERTO XLP, ACESSO BOM ,PS 610934746 TRECHO ISOLADO,  [PS=610935317 V4X4=SIM  CESTO=SIM  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=SIM  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=610935317,EMENDAR CONDUTOR(ES=4 PS=610935317,RETENSIONAR CONDUTOR=3  
493080;FAVOR GERAR NDS PARA EMENDAR CONDUTOR PARA SEXTO AEREO FAZER DE MT ROMPIDO DEVIDO POSTE NAO ESTAR NA FUNDURA PADRAO ESTA COM 70 CM ENTERRADO OMDE D3VERIA ESTAR COM 1.60 EQUIPE DA AGENCIA FAZ NA BEIRADA DO CALCAMENTO OU MANUTENCAO PRA REAFUNDAR PS 943587653,  [PS=943587653 V4X4=NAO  CESTO=SIM  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=943587653,EMENDAR CONDUTOR(ES=1  
493082;NDS PARA EMNDAR CONDUTOR MT, PRIMEIRO NIVEL REDE COMPACTA SEGUNDO NIVEL CRUZAMENTO AERIO CABO 02 FONTE DA CF 8918009381 TRECHO ISOLADO PS DEFEITO 623373798,  [PS=561656439 V4X4=NAO  CESTO=SIM  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=SIM]  PS=561656439,EMENDAR CONDUTOR(ES=1  [PS=561656439,3-CABO AL NU 2 AWG  PS=561656439,1-CABO  AL NU CAA 2/0 AWG - COM ALMA  ]
493084;EMENDAR  CABOS DE AT CHAVE 23864 FICOU ABERTA 606254502 E PS 627127832 CABO 4 MM TRAZER 10 METROS  E NO PS 627127828 PS 771515283 CABOS 3.25 TRASER 4M TR 33670 PARA RAIO ESTOURADO TRAZER 1 BASTAO E 1 ISOLADOR DA 34
493085;FAVOR GERAR NDS PARA SUBISTITUIR TR COM VAZAMENTO DE OLEO FICO DESLIGADO TRAZER UM TR DE 10 KVA NA 34 TR EO B6041 NO PS 774957840 VERIFICAR DISTANCIA DA AUTA SE PRECISA ABRIR 02069,  [PS=774957840 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=774957840,TRANSFORMADOR AVARIADO=1  
493086;FAVOR GERAR NDS PARA SUBISTITUIR TR COM VAZAMENTO DE OLEO FICO DESLIGADO TRAZER UM TR DE 10 KVA NA 34 TR EO B6041 NO PS 774957840 VERIFICAR DISTANCIA DA AUTA SE PRECISA ABRIR 02069,  [PS=774957840  V4X4=SIM  CESTO=NAO  CHVAB=NAO  JUMPAB=NAO  LV=NAO  CONSDESLIG=SIM  RISCOACID=NAO  AVARIANAREDE=SIM  TODAREDEINSP=SIM  FONTESUB=NAO]  PS=774957840,TRANSFORMADOR AVARIADO=1  
493088;FAVOR GERAR NDS PARA EMENDA DE CONDUTOR NO PS 897860752 LOCALFACIL ACESSO REDE MANOBRADA,  [PS=897860752 V4X4=SIM  CESTO=SIM  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=897860752,EMENDAR CONDUTOR(ES=1  
493091;NDS PARA TROCA DE PS E CRUZETA, POSTE ESTAVA NA VALETA ONDE CORRE AGUA, OCASIONANDO A QUEDA, PS AO LADO DA ESTRADA FACIL ACESSO CHAVE LA 8324018245 FICOU ABERTA ISOLANDO,  [PS=576841804 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=SIM  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=576841804,POSTE AVARIADO/ABALROADO (SUBSTITUIR=1 PS=576841804,SUBSTITUIR CRUZETA(S=1  [PS=576841804,1-CRUZETA POSTE CONCRETO L=2000MM  PS=576841804,1-POSTE DUPLO T B/300/12,0M  ]
493092;REAPERTAR CHAVE 1024 FASE B FROXA,  [PS=895410641 V4X4=NAO  CESTO=SIM  LV=SIM  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=NAO  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=SIM]  PS=895410641,SUBSTITUIR CHAVE UNIPOLAR=1  
493093;CABO ROPIDO NO PS 897860752 - LEVAR CABO E LUVAS
